"","screenName","text","retweetCount","score","absolute_score","lon","lat"
"623","EastBayOpinion","#politicalcartoon funny #slideshow on @realDonaldTrump named #TIMEPOY. #donaldtrump  #personoftheyear #TRUMPÖ https://t.co/TAsOJALrPj",0,0,0,-122.0651819,37.9100783
"625","ebpape","@TallahForTrump @realDonaldTrump 
Trump made picks that can turn around Detroit. Ben Carson and sec of education. 
Turn Detroit,Turn America",0,1,1,-79.9958864,40.4406248
"626","Ebyee","RT @FoxNewsInsider: .@realDonaldTrump Supporters Also Want 'Safe Spaces' on College Campuses @OutnumberedFNC https://t.co/3jaNsBt7PF https:Ö",13,1,1,-86.5804473,35.5174913
"630","EdDarrell","Sadly, you could be right. For America and the American dream, Trump's election could be ""game over."" @JacquiGreen2016 @realDonaldTrump",0,0,0,-99.9018131,31.9685988
"631","EdDarrell","You're right. All of the falsehoods told by Trump were unfair. Also unpatriotic and immoral. @JacquiGreen2016 @realDonaldTrump",0,1,1,-99.9018131,31.9685988
"632","EdDarrell","Information is indeed knowledge. If inaccurate, it's false knowledge. Trump profited from ignorance. @JacquiGreen2016 @realDonaldTrump",0,-2,2,-99.9018131,31.9685988
"659","ElizabethShoudy","#resist #unacceptable @realdonaldtrump Trumpís Harassment of a Teenage Girl Led to Rape Threats https://t.co/zjkycimkmS via @thecut",0,-3,3,-72.6850932,41.7637111
"661","Ellas__Grandaug","RT @Variety: .@realDonaldTrump to remain Executive Producer on #CelebrityApprentice (EXCLUSIVE) https://t.co/lWFRA3riN1 https://t.co/PceHQUÖ",794,1,1,-82.907123,40.4172871
"665","ellencarmichael","RT @FoxNews: .@jonathanvswan: ""Some of these scenes that we're seeing at Trump Tower are really to project an image that @realDonaldTrump wÖ",29,1,1,-77.0368707,38.9071923
"671","emilyplacido","RT @TeamTrump: '@realDonaldTrump: Safety and Security of Americans Comes First' #AmericaFirst
https://t.co/ZagK47kACZ",205,0,0,-81.5157535,27.6648274
"678","emyslymi","""The best thing the Trump campaign did was let @realDonaldTrump [be] Trump"" in 2016 campaign #SalonRis",1,3,3,-77.0368707,38.9071923
"679","EnamoredAspects",".@iansomerhalder @realDonaldTrump @mike_pence Trump admits 'some connectivity' bw climate change &amp; human activity https://t.co/wrUejcfqZ9",0,1,1,-111.0937311,39.3209801
"683","EqualRightsMama","RT @DeepakChopra: Conway on @realDonaldTrump Trump 'Apprentice' He'll do it in his spare time. Is this to Make America Great Again ?  httpsÖ",43,1,1,-122.2913078,37.8271784
"685","EricChiusolo","Still wonder how @realDonaldTrump Trump won the Presidency?  @CassieChiusolo knew.  Read her quote (near bottom). https://t.co/KCKT939SgP",0,3,3,-105.0866504,39.9205411
"694","EstoyConHillary","Anytime someone disagrees with @realDonaldTrump He attacks, can't handle it, the person is threatened #HitlerTrump <ed><U+00A0><U+00BD><ed><U+00B8><U+0095>
https://t.co/MnPo974Y80",5,-2,2,-119.4179324,36.778261
"695","EtomeSmith","RT @prairiewindspr: @realDonaldTrump trying to stop Million Women March by closing monuments. #Montana women won't be stopped! #resist! httÖ",1,0,0,-95.712891,37.09024
"707","famousbreathers","@realDonaldTrump has a fit over Air Force 1 costs... yet his wife and kid staying behind in NYC will cost millions: https://t.co/ycQPi02W6e",0,0,0,-77.6109219,43.16103
"712","FButchelle","MY LITTLE BROTHER DREW DONALD TRUMP. YESS JORDAN!!! LETS MAKE AMERICA GREAT AGAIN. @realDonaldTrumpÖ https://t.co/yVQ7CkBuHM",0,2,2,-80.2864515,40.8617303
"717","FernyChien","RT @DeepakChopra: Sir @realDonaldTrump if you cyber bully individuals who disagree with you https://t.co/SN7D4KLIaI how will you ""Make AmerÖ",127,-2,2,-118.3617443,34.0900091
"719","Festivaloflight","RT @HumaneArtists: .@CWAUnion @AFTunion @unitehere @UAW @realDonaldTrump says @Carrier workers should have worked harder https://t.co/6SFbqÖ",22,1,1,-87.9064736,43.0389025
"720","Festivaloflight","tRUMP = very thin skin @realDonaldTrump https://t.co/K3pe9kTJiO",0,1,1,-87.9064736,43.0389025
"721","FieldRoamer","Trump is Trojan Horse for same old Republican elites and their donors. @realDonaldTrump @RogerJStoneJr",0,1,1,-95.712891,37.09024
"722","FieldRoamer","Trump supporters are being shafted by @realDonaldTrump on Cabinet picks. Might as well be Jeb on immigration and oil industry.",0,2,2,-95.712891,37.09024
"723","FieldRoamer","Trump= ""Drill Baby Drill"" + Goldman Sachs + Foreign workers replace Americans. War with Iran next? @realDonaldTrump",1,1,1,-95.712891,37.09024
"724","Fieryreddragon","RT @JenGranholm: ìThis pick is about pulverizing the working classî -- @rweingarten https://t.co/9OHG9Uk5tP @realDonaldTrump #union #pantsuÖ",20,0,0,-83.0146526,42.5144566
"726","FKAFernando","@HuffingtonPost Wonder when the Trump Supporters will realize @realDonaldTrump &amp; 1% will get richer off their ""trust"" &amp; ""faith""?",0,5,5,-118.2436849,34.0522342
"730","fmg223","RT @steph93065: Why I am a Trump Supporter...
@realDonaldTrump 
#Trump2016 https://t.co/L4x4udy63J",37317,1,1,-111.8314724,33.4151843
"737","forevercats","RT @Paiyslee: so @realDonaldTrump actually supplied Carrier with the $$ they needed to automate and lay off workers not save them.  POS TruÖ",3,0,0,-85.6023643,44.3148443
"738","fox12oregon","Reports: President-elect @realDonaldTrump picks Rep. Cathy McMorris Rodgers for secretary of the interior.Ö https://t.co/jLjj56dlwK",1,0,0,-122.8037102,45.487062
"740","FoxNews",".@jonathanvswan: ""Some of these scenes that we're seeing at Trump Tower are really to project an image thatÖ https://t.co/Ws66EDf4DL",29,1,1,-95.712891,37.09024
"741","FoxNewsInsider",".@realDonaldTrump Supporters Also Want 'Safe Spaces' on College Campuses @OutnumberedFNC https://t.co/3jaNsBt7PF https://t.co/MhL66PVvVL",13,1,1,-74.0059413,40.7127837
"742","frankcannonAPP","""@dmartosko: Paul Ryan is at Trump Tower meeting with @realDonaldTrump""

Deputy secretary of commerce?",0,1,1,-77.0368707,38.9071923
"743","frankyarriola","Trumpís Harassment of a Teenage Girl Led to Rape Threats https://t.co/t2ZPssSuoq via @thecut @landsbaumshell @realDonaldTrump #NeverTrump",3,-2,2,-74.0059413,40.7127837
"744","FreddyLovesKarl","RT @VicBergerIV: Trump uses @twitter to harass &amp; threaten anyone who challenges him. @jack you need to remove @realDonaldTrump from your weÖ",51,-1,1,-95.712891,37.09024
"745","frelling_cute","Donald Trump Picks Another Goldman Sachs Exec To Join His Administration. Cabinet of Disaster. @realDonaldTrump <ed><U+00A0><U+00BD><ed><U+00B2><U+00A9> https://t.co/pBbPGR5oLA",0,0,0,-122.2913078,37.8271784
"746","frespirit01","RT @DineshDSouza: Hahahaha! They're recounting in Wisconsin &amp; @realDonaldTrump 's lead is widening https://t.co/V1eejLEOhf",553,1,1,-106.2800242,43.4113604
"753","GailAnnBender","RT @steph93065: Why I am a Trump Supporter...
@realDonaldTrump 
#Trump2016 https://t.co/L4x4udy63J",37317,1,1,-110.926479,32.2217429
"757","GaryRLundberg","Cohnís nomination caps remarkable turnaround for @realDonaldTrump who bashed Goldman Sachs during the campaign <ed><U+00A0><U+00BD><ed><U+00B1><U+0080> https://t.co/1VjtHSEFCX",0,0,0,-106.2800242,43.4113604
"758","GatlinMicheal","@CNN @POTUS @realDonaldTrump Hey Trump i want to introduce you to #Pathways of Washington DC.",0,1,1,-77.0368707,38.9071923
"762","genegeek","RT @TomLevenson: If @realDonaldTrump doesn't want to do the job, he should quit: https://t.co/81oSe07i8N",4,0,0,-123.1207375,49.2827291
"763","GeneObrien12","RT @TeamTrump: '@realDonaldTrump: Safety and Security of Americans Comes First' #AmericaFirst
https://t.co/ZagK47kACZ",205,0,0,-89.3985283,32.3546679
"766","GeorgeYolland","RT @SenJeffMerkley: Will @realDonaldTrump use the presidency to help America or help Trump businesses? https://t.co/1GFR4DCVQF",20,1,1,-122.6764816,45.5230622
"767","GeorgeYolland","RT @RonWyden: .@SenWarren &amp; I implore @realDonaldTrump to keep his campaign promises &amp; not gut Medicare &amp; Medicaid https://t.co/CtXHhW0rez",43,1,1,-122.6764816,45.5230622
"768","gerberribear","@realDonaldTrump @SarahHuckabee @jasoninthehouse Well, Crooked Con Boy Fraudster Trump will FOREVER be a Mentally DÖ https://t.co/E38mNAdwyq",0,1,1,-81.1637245,33.836081
"769","GerryHebert","RT @CampaignLegal: BIPARTISAN coalition calls on @realDonaldTrump to divest business holdings, avoid any appearance of conflict. Read: httpÖ",10,-1,1,-77.0368707,38.9071923
"770","Get2KnowSaintJo","RT @TheTweetwit: @realDonaldTrump 

Pay to Play: Boeing pledges $1 million for Donald Trump's inaugural events https://t.co/j5tfEj8tYe",8,0,0,-94.846681,39.7674578
"777","ggeett37aaa","@realDonaldTrump @mike_pence TRUMP/PENCE: just in TIME to save the American Republic! https://t.co/xVHHjrSSkS",0,0,0,-97.1080656,32.735687
"780","gillianbdoll","RT @FoxNewsInsider: .@realDonaldTrump Supporters Also Want 'Safe Spaces' on College Campuses @OutnumberedFNC https://t.co/3jaNsBt7PF https:Ö",13,1,1,-81.5157535,27.6648274
"784","girls_smarter","RT @reneeurso: @realDonaldTrump tries to get InagurationProtest banned, but it will continue! #TyrantTrump https://t.co/kmQPLJYM4L",1,0,0,-120.7401386,47.7510741
"785","girls_smarter","RT @DeepakChopra: Sir @realDonaldTrump if you cyber bully individuals who disagree with you https://t.co/SN7D4KLIaI how will you ""Make AmerÖ",127,-2,2,-120.7401386,47.7510741
"786","glenfmarshall","Oil drilling advocate expected be #Asshole #NotMyPresident @realDonaldTrump's pick to head Interior Department https://t.co/OrMalk4kGd",0,1,1,-77.1945247,41.2033216
"793","gmd2x2","Trump wants the media to focus on bigger d-bags than him, hence Puzder, Flynn, etc. @realDonaldTrump @GenFlynnÖ https://t.co/QrmALSMlbE",0,1,1,-95.712891,37.09024
"800","gojirama","RT @CommonCause: bipartisan group of reform orgs, ethics experts, academics, &amp; former electeds call on @realDonaldTrump to divest
https://tÖ",13,1,1,-122.3126222,47.3223221
"803","goodtriumphs_16","https://t.co/mk1XM8vInB
""Itís beneath the dignity of the office. He doesnít seem to understand that.î No, @realDonaldTrump doesn't get it.",0,1,1,-73.5358541,42.5366348
"804","Goosie_Girl","Contacted @realDonaldTrump re: intellectual property theft by China. ""Trump accused China of ""massive theft of inteÖ https://t.co/q6GhNfqC0D",0,1,1,-87.6297982,41.8781136
"817","grannie12001","RT @foxnation: .@realDonaldTrump Offers Goldman Sachs Exec Gary Cohn Key Economic Post: Report: https://t.co/vOG650cLK8",7,0,0,-120.7401386,47.7510741
"818","grannyrosie3","@realDonaldTrump ...TRUMP CREW HEADED FOR THE SWAMP... https://t.co/F4OTL0QypO",0,1,1,-95.712891,37.09024
"820","GraphiqHQ","What was @realDonaldTrump's one complaint with his @TIME #PersonOfTheYear2016 cover? https://t.co/i7cgp85DQ4. https://t.co/8x3ItvWKhA",0,-1,1,-119.6981901,34.4208305
"821","GraphiqHQ",".@realDonaldTrump's election seems to be doing wonders for the #economy - consumers, CEOs optimisticÖ https://t.co/80OukZt37t",0,2,2,-119.6981901,34.4208305
"822","grebnell","With @realDonaldTrump's team behind him you expect a bigger minimum wage?
https://t.co/z2knvziAMl",0,0,0,-84.1593818,39.6283928
"827","grungepup","RT @Jeffhull71: .@realDonaldTrump  pays his own businesses $3 million in days surrounding election #ethics #morals #draintheswamp  https://Ö",3,0,0,-80.6077132,28.3922182
"828","grungepup","RT @Jeffhull71: .@realDonaldTrump hates #unions. #trump suckers &amp; #deplorables refuse to see truth &amp; facts. #notmypresident #impeach
https:Ö",1,-1,1,-80.6077132,28.3922182
"829","grungepup","RT @Jeffhull71: .@realDonaldTrump The #Trump KKKabinet Is coming together.  So much for #draintheswamp #ethics #morals are easy to bury inÖ",1,2,2,-80.6077132,28.3922182
"830","grungepup","RT @Jeffhull71: .@RNCWomen @realDonaldTrump #Trump suckers #KKK #draintheswamp #notmypresident https://t.co/fifPLpe40n",2,1,1,-80.6077132,28.3922182
"831","grungepup","RT @Jeffhull71: In this picture is @realDonaldTrump @MittRomney and @GovChristie #ethics #morals #draintheswamp #impeach #trump #snowflakesÖ",1,0,0,-80.6077132,28.3922182
"832","grungepup","RT @Jeffhull71: .@MELANIATRUMP You want to stop bullying. Start with the cyberbully @realDonaldTrump and the #trump Posse https://t.co/is7pÖ",1,0,0,-80.6077132,28.3922182
"834","guccigirl2000","RT @uniqueprophet: @realDonaldTrump, @trump, @trump HILLARY FORGOT ABOUT CNN, MSNBC, NBC, ABC, CBS, N.T.TIMES, W. POST,THE USA TODAY,BOSTONÖ",2,2,2,-74.0059413,40.7127837
"836","guthrie_kelley","@Johnatsrs1949 @AmericanLizzy Trump won because American people tired of lying career politicians WE want intelligent <ed><U+00A0><U+00BE><ed><U+00B4><U+0093> @realDonaldTrump",1,1,1,-95.712891,37.09024
"837","guthrie_kelley","@ObamaMalik you're amazing &amp; hey WE got Trump Yeah @realDonaldTrump",0,2,2,-95.712891,37.09024
"838","guthrie_kelley","@yceek @Richard67101580 no thanks I don't want pant suit! Happy w Trump overjoyed actually @realDonaldTrump",0,3,3,-95.712891,37.09024
"839","guthrie_kelley","@LatinosTrumpUSA @immigrant4trump yeah!they said no latinos would support Trump now we know Truth Trump Strong thx 2 Jesus @realDonaldTrump",1,4,4,-95.712891,37.09024
"840","GuyMonzeglio","(Just Look At Detroit) .@realDonaldTrump era confronts organized labor with gravest crisis in decades https://t.co/HqjE2zADq4 #MAGA #tcot",1,-1,1,-116.419389,34.9592083
"841","GuyMonzeglio","Orange Coast College Student Threatened With Expulsion After Recording Professor's Anti-.@realDonaldTrump Tirade https://t.co/j7abpM3SjW",1,0,0,-116.419389,34.9592083
"846","hakosteve","TIME Man-of-the-Year 2016: Kim Jong Trump @realDonaldTrump",0,1,1,-71.3824374,42.4072107
"849","HankFontenot","@FoxNews @realDonaldTrump anybody identified the ginger autist on Trump's right shoulder yet?",0,1,1,-91.1403196,30.4582829
"850","harryhall88","RT @harryhall88: @realDonaldTrump      MISSING: 
HAVE YOU SEEN THIS MAN? LAST SEEN IN THE LOBBY OF TRUMP TOWER! https://t.co/VVsOLzjRAw",1,1,1,-117.7831104,33.5422475
"851","hawkcircus","Dear #Trump voters: @realDonaldTrump and @KellyannePolls just threw you under the bus. Again. Sorry for all of us. https://t.co/fPjdBJuzrp",0,0,0,-74.0059413,40.7127837
"854","heathrodgirs","RT @ShowMeTrumpMO: Why Annette and I worked so hard! Love this about Mr. Trump..
@realDonaldTrump @KellyannePolls @AnnetteRR @ATeamMom1 @juÖ",2,1,1,-113.4909267,53.544389
"858","hereisLesley","@realDonaldTrump he just jumped in against you- Romneyís Devastating Response To Trumpís Vile Comments About Women - https://t.co/J67m4TAQRN",0,-2,2,-79.0192997,35.7595731
"859","HersticAnnette","RT @NRO: ATTENTION @realDonaldTrump: 

----&gt; A How-to Guide for Rolling Back Obamaís Regulatory State

https://t.co/yiyfvDQSpz",13,0,0,-74.0059413,40.7127837
"861","HeyImMarkus","Go Trump Go @realDonaldTrump https://t.co/2bm5q9s3Yc",0,1,1,-117.1129323,32.7339276
"863","HHHSchool","@realDonaldTrump in 'treacherous territory' mixing biz w/presidency, says @larryjacobs on @NPR https://t.co/OorhWuz82a @politicsandgov",0,-1,1,-93.2650108,44.977753
"874","homagetoamerica","RT @FoxNews: .@jonathanvswan: ""Some of these scenes that we're seeing at Trump Tower are really to project an image that @realDonaldTrump wÖ",29,1,1,-82.8001026,27.9658533
"875","Hominis_Clava","@realDonaldTrump Rogue Ant-Trump delegate Chris Suprun mixing ""charity"" with Ashley Madison adultery ! https://t.co/7c1giXlVkT",0,-1,1,-74.0059413,40.7127837
"877","honeyandrue","@JoyAnnReid @tonyschwartz Prepared to be very stressed over the next 4 years, @realDonaldTrump .  You are indeed hated by millions. #Trump",1,0,0,-117.1610838,32.715738
"881","HopperUsher","RT @ChadLivengood: Source: Signs point to President-elect @realDonaldTrump picking Ronna Romney McDaniel to lead RNC https://t.co/FkTkdlz6lÖ",4,1,1,-84.5555347,42.732535
"882","HotlineJosh","RT @jameshohmann: Zapanta, tops for @realDonaldTrump Mexico ambassador, is in touch with Donald Trump Jr. and @StephenBannon  https://t.co/Ö",3,2,2,-77.0368707,38.9071923
"884","hpjohn1","RT @realDonaldTrump: Join me tomorrow! #MAGA 
10am- Baton Rouge, LA. 
Tickets: https://t.co/rvIQ6Yq45P
7pm- Grand Rapids, MI.
Tickets: httpÖ",5266,1,1,-95.3698028,29.7604267
"886","hslvee2003","@LouDobbs @EdRollins @realDonaldTrump he's not gonna ELECT ROMNEY..trump is an ALPHA MALE..ROMNEY ...is not what an alpha male would choose",0,0,0,-74.0059413,40.7127837
"892","HumaneArtists","RT @HumaneArtists: .@CWAUnion @AFTunion @unitehere @UAW @realDonaldTrump says @Carrier workers should have worked harder https://t.co/6SFbqÖ",22,1,1,-118.2436849,34.0522342
"893","HumaneArtists",".@CWAUnion @AFTunion @unitehere @UAW @realDonaldTrump says @Carrier workers should have worked harder https://t.co/6SFbq1uXXn #scumbagelect",22,1,1,-118.2436849,34.0522342
"895","HumSentinel","@realDonaldTrump 
Trump-mania: Where we have 3 generals for the military junta, 5 billionaires helping out the little blue-collar working...",0,1,1,-124.1636729,40.8020712
"896","HumSentinel","RT @HumSentinel: He's erratic and unpredictable.
With @realDonaldTrump in power, what is there to worry about?
Try these 50 things:

https:Ö",1,-2,2,-124.1636729,40.8020712
"897","HumSentinel","Trump @realDonaldTrump is NOT Draining the Swamp.  
You've been lied to and duped.
He's adding more alligators:

https://t.co/BLwNoUhP3L",0,-1,1,-124.1636729,40.8020712
"898","huntdownRINOs","HMM... @theblaze: ""(@SenatorReid) reconsiders (@realDonaldTrump): ëHeís not as bad as I thoughtí"" https://t.co/VsK5Wshf9t",0,-1,1,-95.712891,37.09024
"899","hyphenrr","RT @TomLevenson: Here's a solid-truth: @realDonaldTrump is a thug and a bully: https://t.co/15kvWjtRHM He remains unfit to be president. #TÖ",4,-3,3,-119.4179324,36.778261
"900","hyphenrr","RT @TomLevenson: If @realDonaldTrump doesn't want to do the job, he should quit: https://t.co/81oSe07i8N",4,0,0,-119.4179324,36.778261
"902","iamjuleejonez","RT @Variety: .@realDonaldTrump will still make money from ""The New Celebrity Apprentice."" https://t.co/lWFRA3ITEz https://t.co/j4Vj1WMDhq",9,1,1,-94.5785667,39.0997265
"903","iBASEtSolumina","#PresidentElect @realdonaldtrump Likely to Bump the #Aerospace &amp; #Defense Sector https://t.co/7E47yraBpU https://t.co/4vwjbhuZbZ",0,-1,1,-117.6664308,33.6831832
"904","IBDeditorials","IBD/TIPP Poll: More Dems than Reps named tax cuts as one of their top 3 priorities (52% vs. 50%). https://t.co/eEWtSrKnHc @realDonaldTrump",5,1,1,-118.2436849,34.0522342
"915","imawino","Liar, liar, pants on fire! Shame on you Rumpy. You're a terrible businessman.

https://t.co/xoXvmzm6La

@realDonaldTrump @mike_pence",0,-4,4,-87.4944873,41.6797578
"916","imcosta1","RT @errollouis: Part of the grevious damage to American culture for which @realDonaldTrump will never, ever apologize. https://t.co/r9v7SefÖ",317,-1,1,-95.712891,37.09024
"919","impressivAnna","RT @StephenColbart: Gary Cohn is COO &amp; President of Goldman Sachs. How exactly does that #draintheswamp @realDonaldTrump https://t.co/ecwn0Ö",29,0,0,-74.0059413,40.7127837
"920","impressivAnna","RT @impressivLinda: Very sad that @realDonaldTrump added Goldman Sachs COO to his admin. Wanted to give Trump a chance. Pathetic. https://tÖ",25,-1,1,-74.0059413,40.7127837
"921","impressivAnna","RT @impressivJane: Goldman president in the @realDonaldTrump administration, nice... https://t.co/AjhImxouCi",17,1,1,-74.0059413,40.7127837
"922","impressivAnna","RT @impressivDestin: Guess no more #draintheswamp Goldman President is now on @realDonaldTrump team https://t.co/kfndNB6Jy2",17,0,0,-74.0059413,40.7127837
"923","impressivAnna","RT @impressivSarah: Very pathetic that @realDonaldTrump made Goldman Sachs COO &amp; President part of his admin. Guess no #draintheswamp httpsÖ",25,-1,1,-74.0059413,40.7127837
"924","impressivAnna","RT @impressivTim: So... Gary Cohn, COO &amp; Presdient of Goldman Sachs is now in @realDonaldTrump admin. Thought this was #MAGA https://t.co/oÖ",20,0,0,-74.0059413,40.7127837
"925","impressivAnna","RT @impressivLee: God, @realDonaldTrump is such a liar. Not going to #draintheswamp, Goldman President in admin. https://t.co/OtRgX6EWby",19,-1,1,-74.0059413,40.7127837
"926","impressivAnna","RT @nathanTbernard: So glad that Mr. @realDonaldTrump will #draintheswamp by adding Gary Cohn, Goldman Sachs COO &amp; Prez to his admin! httpsÖ",28,1,1,-74.0059413,40.7127837
"927","impressivCo","RT @StephenColbart: Gary Cohn is COO &amp; President of Goldman Sachs. How exactly does that #draintheswamp @realDonaldTrump https://t.co/ecwn0Ö",29,0,0,-74.0059413,40.7127837
"928","impressivCo","RT @nathanTbernard: So glad that Mr. @realDonaldTrump will #draintheswamp by adding Gary Cohn, Goldman Sachs COO &amp; Prez to his admin! httpsÖ",28,1,1,-74.0059413,40.7127837
"929","impressivDani","RT @impressivTim: So... Gary Cohn, COO &amp; Presdient of Goldman Sachs is now in @realDonaldTrump admin. Thought this was #MAGA https://t.co/oÖ",20,0,0,-74.0059413,40.7127837
"930","impressivDani","RT @impressivLee: God, @realDonaldTrump is such a liar. Not going to #draintheswamp, Goldman President in admin. https://t.co/OtRgX6EWby",19,-1,1,-74.0059413,40.7127837
"931","impressivDani","RT @impressivLinda: Very sad that @realDonaldTrump added Goldman Sachs COO to his admin. Wanted to give Trump a chance. Pathetic. https://tÖ",25,-1,1,-74.0059413,40.7127837
"932","impressivDani","RT @impressivJane: Goldman president in the @realDonaldTrump administration, nice... https://t.co/AjhImxouCi",17,1,1,-74.0059413,40.7127837
"933","impressivDani","RT @nathanTbernard: So glad that Mr. @realDonaldTrump will #draintheswamp by adding Gary Cohn, Goldman Sachs COO &amp; Prez to his admin! httpsÖ",28,1,1,-74.0059413,40.7127837
"934","impressivDani","RT @impressivDestin: Guess no more #draintheswamp Goldman President is now on @realDonaldTrump team https://t.co/kfndNB6Jy2",17,0,0,-74.0059413,40.7127837
"935","impressivDani","RT @impressivSarah: Very pathetic that @realDonaldTrump made Goldman Sachs COO &amp; President part of his admin. Guess no #draintheswamp httpsÖ",25,-1,1,-74.0059413,40.7127837
"936","impressivDani","RT @StephenColbart: Gary Cohn is COO &amp; President of Goldman Sachs. How exactly does that #draintheswamp @realDonaldTrump https://t.co/ecwn0Ö",29,0,0,-74.0059413,40.7127837
"937","impressivDestin","RT @nathanTbernard: So glad that Mr. @realDonaldTrump will #draintheswamp by adding Gary Cohn, Goldman Sachs COO &amp; Prez to his admin! httpsÖ",28,1,1,-74.0059413,40.7127837
"938","impressivDestin","RT @impressivSarah: Very pathetic that @realDonaldTrump made Goldman Sachs COO &amp; President part of his admin. Guess no #draintheswamp httpsÖ",25,-1,1,-74.0059413,40.7127837
"939","impressivDestin","RT @impressivTim: So... Gary Cohn, COO &amp; Presdient of Goldman Sachs is now in @realDonaldTrump admin. Thought this was #MAGA https://t.co/oÖ",20,0,0,-74.0059413,40.7127837
"940","impressivDestin","Guess no more #draintheswamp Goldman President is now on @realDonaldTrump team https://t.co/kfndNB6Jy2",17,0,0,-74.0059413,40.7127837
"941","impressivDestin","RT @impressivJane: Goldman president in the @realDonaldTrump administration, nice... https://t.co/AjhImxouCi",17,1,1,-74.0059413,40.7127837
"942","impressivDestin","RT @impressivLinda: Very sad that @realDonaldTrump added Goldman Sachs COO to his admin. Wanted to give Trump a chance. Pathetic. https://tÖ",25,-1,1,-74.0059413,40.7127837
"943","impressivDestin","RT @impressivDestin: Guess no more #draintheswamp Goldman President is now on @realDonaldTrump team https://t.co/kfndNB6Jy2",17,0,0,-74.0059413,40.7127837
"944","impressivDestin","RT @StephenColbart: Gary Cohn is COO &amp; President of Goldman Sachs. How exactly does that #draintheswamp @realDonaldTrump https://t.co/ecwn0Ö",29,0,0,-74.0059413,40.7127837
"945","impressivDestin","RT @impressivLee: God, @realDonaldTrump is such a liar. Not going to #draintheswamp, Goldman President in admin. https://t.co/OtRgX6EWby",19,-1,1,-74.0059413,40.7127837
"946","impressivDom","RT @nathanTbernard: So glad that Mr. @realDonaldTrump will #draintheswamp by adding Gary Cohn, Goldman Sachs COO &amp; Prez to his admin! httpsÖ",28,1,1,-74.0059413,40.7127837
"947","impressivDom","RT @impressivSarah: Very pathetic that @realDonaldTrump made Goldman Sachs COO &amp; President part of his admin. Guess no #draintheswamp httpsÖ",25,-1,1,-74.0059413,40.7127837
"948","impressivDom","RT @impressivDestin: Guess no more #draintheswamp Goldman President is now on @realDonaldTrump team https://t.co/kfndNB6Jy2",17,0,0,-74.0059413,40.7127837
"949","impressivDom","RT @impressivLinda: Very sad that @realDonaldTrump added Goldman Sachs COO to his admin. Wanted to give Trump a chance. Pathetic. https://tÖ",25,-1,1,-74.0059413,40.7127837
"950","impressivDom","RT @impressivTim: So... Gary Cohn, COO &amp; Presdient of Goldman Sachs is now in @realDonaldTrump admin. Thought this was #MAGA https://t.co/oÖ",20,0,0,-74.0059413,40.7127837
"951","impressivDom","RT @impressivJane: Goldman president in the @realDonaldTrump administration, nice... https://t.co/AjhImxouCi",17,1,1,-74.0059413,40.7127837
"952","impressivDom","RT @StephenColbart: Gary Cohn is COO &amp; President of Goldman Sachs. How exactly does that #draintheswamp @realDonaldTrump https://t.co/ecwn0Ö",29,0,0,-74.0059413,40.7127837
"953","impressivDom","RT @impressivLee: God, @realDonaldTrump is such a liar. Not going to #draintheswamp, Goldman President in admin. https://t.co/OtRgX6EWby",19,-1,1,-74.0059413,40.7127837
"954","impressivGina","RT @impressivLee: God, @realDonaldTrump is such a liar. Not going to #draintheswamp, Goldman President in admin. https://t.co/OtRgX6EWby",19,-1,1,-74.0059413,40.7127837
"955","impressivGina","RT @impressivJane: Goldman president in the @realDonaldTrump administration, nice... https://t.co/AjhImxouCi",17,1,1,-74.0059413,40.7127837
"956","impressivGina","RT @nathanTbernard: So glad that Mr. @realDonaldTrump will #draintheswamp by adding Gary Cohn, Goldman Sachs COO &amp; Prez to his admin! httpsÖ",28,1,1,-74.0059413,40.7127837
"957","impressivGina","RT @StephenColbart: Gary Cohn is COO &amp; President of Goldman Sachs. How exactly does that #draintheswamp @realDonaldTrump https://t.co/ecwn0Ö",29,0,0,-74.0059413,40.7127837
"958","impressivGina","RT @impressivDestin: Guess no more #draintheswamp Goldman President is now on @realDonaldTrump team https://t.co/kfndNB6Jy2",17,0,0,-74.0059413,40.7127837
"959","impressivGina","RT @impressivLinda: Very sad that @realDonaldTrump added Goldman Sachs COO to his admin. Wanted to give Trump a chance. Pathetic. https://tÖ",25,-1,1,-74.0059413,40.7127837
"960","impressivGina","RT @impressivSarah: Very pathetic that @realDonaldTrump made Goldman Sachs COO &amp; President part of his admin. Guess no #draintheswamp httpsÖ",25,-1,1,-74.0059413,40.7127837
"961","impressivGina","RT @impressivTim: So... Gary Cohn, COO &amp; Presdient of Goldman Sachs is now in @realDonaldTrump admin. Thought this was #MAGA https://t.co/oÖ",20,0,0,-74.0059413,40.7127837
"962","impressivJane","RT @impressivTim: So... Gary Cohn, COO &amp; Presdient of Goldman Sachs is now in @realDonaldTrump admin. Thought this was #MAGA https://t.co/oÖ",20,0,0,-74.0059413,40.7127837
"963","impressivJane","RT @impressivLinda: Very sad that @realDonaldTrump added Goldman Sachs COO to his admin. Wanted to give Trump a chance. Pathetic. https://tÖ",25,-1,1,-74.0059413,40.7127837
"964","impressivJane","RT @impressivDestin: Guess no more #draintheswamp Goldman President is now on @realDonaldTrump team https://t.co/kfndNB6Jy2",17,0,0,-74.0059413,40.7127837
